"Data Source","World Development Indicators",

"Last Updated Date","2018-02-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74634456333312","2.50580046391136","2.59740259859938","2.67206477732188","2.7442000451812","2.78780547978571","2.94975995263229","2.95023144422571","2.95001300522209","2.67979352993251","2.95009859510405","2.95010587352892","2.94999999638808","3.34303138567337","3.34389959580393","3.89354714200257","3.89103955857785","3.65233263420234","3.59259739301885","3.7846106758651","","","",
"Australia","AUS","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77523258515118","4.85630802416827","5.01647628202829","5.08464780928738","5.32692740907287","5.39951166600973","5.42099865976707","5.62066014498957","5.50612733998109","5.72489888888071","5.661448483541","5.66088659128878","5.76587639494667","5.92763100804262","6.18655601124249","6.12733425339335","6.31537827786627","6.28563326864891","6.27491713946684","6.31659265830595","","","",
"Austria","AUT","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13710014274624","7.09625698057027","7.35672858752497","7.47871954356554","7.64825178760326","7.53636652560457","7.50331422713256","7.60650834820909","7.73647976222815","7.79133645949423","7.83141883026931","7.73793278645584","7.77580259181686","7.9958568889069","8.46612960852866","8.40000694654048","8.21367472312377","8.41718956179517","8.37061343691088","8.72502571998798","","","",
"Azerbaijan","AZE","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39175257785473","1.48554701880958","1.22862571257924","0.903807032610006","0.985430463644461","0.866892751051386","0.846501129775094","0.791817882856003","0.829677969977225","1.02867003551608","0.880905374879911","0.864184359643595","0.980253879062945","0.824675486227748","1.33896972043272","1.16802072348113","1.08098767355382","1.21059659424934","1.15018390460592","1.23096747894636","","","",
"Burundi","BDI","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.34643227973157","1.49410341710405","1.13084362174221","1.24784220434591","1.23848573509129","1.40436446415307","1.634485910557","1.55512253993137","1.34518823745013","2.54495209786507","2.93779643089866","3.52882933550884","3.78043619979717","3.35531170911367","3.09304018089918","5.49965674446632","5.40187729719006","4.93086533553965","4.39665305322612","3.97372755700813","","","",
"Belgium","BEL","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84532071445789","6.18403771543907","5.85345812263364","5.89943823449098","6.02360210564509","6.0583742139522","6.2528146293914","6.24450896974947","6.91809655128785","7.12785709286609","7.11274822928982","6.96237045428124","6.95293676886726","7.39675444603089","8.04382236363368","7.89670272603664","8.00673737492923","8.18629897064482","8.22671910845635","8.2499894691465","","","",
"Benin","BEN","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11172972446945","2.03155092401913","1.81442278870213","1.93979589697663","2.1099123153489","1.91752678366898","2.30826363463756","1.88867040542044","2.2112665262835","2.17523278415898","2.35247989144874","2.38575093198645","2.30708560603244","2.13769672512541","2.32862407883195","2.68857036174454","2.92900975832811","2.15409383963719","2.2154564793291","2.2511962859977","","","",
"Burkina Faso","BFA","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86586195776695","1.93378721927687","2.06788696799403","2.06132668152706","2.19144360340617","2.01691535536854","1.83244887578328","2.25668653490564","2.60425299287461","3.4643844436045","4.09177599204143","3.74106495452151","3.99572173908567","3.99697396417367","3.6583793260372","3.9711797669242","2.95514785008818","2.98036859035407","3.4893953595788","2.59397373941719","","","",
"Bangladesh","BGD","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19980524722921","1.03128412409546","0.968124767911246","0.935335098127642","0.935160148781642","0.946712406940891","1.02492646100947","1.06780982676564","0.975548071460333","1.04206718439942","0.966800141558334","1.03883018627587","0.987683697897375","0.953752468656278","0.99109963109737","1.05017299005434","1.04109010271516","0.984483722239495","0.810323955737224","0.786532509303699","","","",
"Bulgaria","BGR","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.51552346258593","3.18254100796957","3.39799998793522","3.2624900987147","3.8838866266538","3.69827419618613","4.22438928149315","4.53679179486891","4.61796296289369","4.30515356965488","4.3129714548098","3.80081284745536","3.73070585932035","3.87031635553503","3.75184984953079","4.03423009967345","3.7596558462114","3.99981850152842","4.12286174167065","4.60763146030852","","","",
"Bahrain","BHR","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.81854649577646","2.7515132037546","3.04772174406029","2.88132077267554","2.83872770833079","2.36241776049525","2.53287851300168","2.58432320275096","2.50112364914108","2.26780958638844","2.15652223343613","2.1252506563191","2.1845672455333","2.31305803661807","2.74844437915104","2.59337939061706","2.38353275505028","2.76266224209255","3.01599439504668","3.1505002966817","","","",
"Bahamas, The","BHS","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.72965879267837","2.77362150392845","2.35729076275594","2.53950482104156","2.46781878817775","2.50254758667419","2.46689595361132","2.51066542834944","2.6478861161051","2.88043563398674","2.6421896470045","3.27260209986381","3.18150170993135","3.35487743523434","3.52652414862277","3.46081550386833","3.57505624229464","3.29824927348041","3.0769557200659","3.55067269628093","","","",
"Bosnia and Herzegovina","BIH","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35045315943642","4.80289001325448","3.49992557619","3.32954724533154","4.73075262892489","4.0320957164077","4.31250573268656","4.42254649775422","5.4785478721439","5.17327216360643","4.86592865909855","4.97996983900139","5.33422194321165","5.81286056192551","6.80355125455417","6.78892133204291","6.92300648375157","7.08021227350118","6.62977227597232","6.81307708155356","","","",
"Belarus","BLR","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.79395072887912","4.69664666408397","5.42728239379858","4.58891906418763","4.71580206927582","4.6264545985217","4.7399353516208","4.5605487269725","4.86575548669047","4.92295099759269","5.02273828698928","4.45040012304812","4.45142432533786","3.87157645095135","3.89544240154238","4.31480554416205","3.4725576470448","3.86575790034666","4.02229116723369","3.74175525108481","","","",
"Belize","BLZ","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63236519693596","2.04804097306804","2.26361097919006","2.15569660211459","2.03548991819272","2.09169732517455","2.58942255108253","2.45654178889319","2.58939430689964","2.50717175217361","2.6479510954638","2.66925096930858","3.02231292517783","3.29067458561981","3.86242716266679","3.85838186625688","3.72560429549547","3.57774343570053","3.77713074647888","3.87965784511337","","","",
"Bermuda","BMU","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11221519396276","2.97822551918379","2.66726091028826","3.12244206134833","3.60286089876094","3.24534361813491","3.74416760901034","4.10180746079923","3.49627892206233","3.49227641510403","3.8607407886845","3.52134078521476","3.40882778298066","3.40684324428851","3.94822627133405","3.66299672549406","3.75214169429981","3.77236617172668","4.23834918590784","4.56537753689068","","","",
"Brazil","BRA","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80055840347492","2.70045007512624","2.87441494211455","2.79699001331703","2.95257503397844","2.83247184486353","3.04095891613474","3.18299229316179","3.08032817487837","3.32367559070064","3.43190885039361","3.49265209235803","3.45514822901026","3.61158219025875","3.84135564942092","3.78613962281158","3.65400198589264","3.66135203981229","3.82730701156423","3.83175988488459","","","",
"Barbados","BRB","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54170787770346","3.46173984734966","3.32995280299454","3.18941778612628","3.27784288590883","3.39205000826966","3.69664401651001","3.96299038812936","3.84327810658415","3.71807147636784","3.46327899706794","3.41584580460833","3.75830091195572","4.05631234268399","4.14496177546471","4.00992874652179","4.15598991702212","4.84151341568659","4.89989426274945","4.74463221891406","","","",
"Brunei Darussalam","BRN","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29403874484331","3.0164979918342","3.01723690957849","3.71791088640925","3.18394048238702","2.59858883045128","2.57678126552707","2.56738540756706","2.59353869302896","2.52226658521646","2.21589714830517","1.92907794170655","2.03867095975993","2.01577451535929","2.59195169069984","2.52002443706044","2.06675797101268","2.11253245667583","2.40748089911206","2.485567876731","","","",
"Bhutan","BTN","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.65567122616394","4.92248936994547","5.58971584234269","5.4207609614837","5.06048599465967","5.32505165352036","4.84989379763426","6.60698512969999","3.74901945483077","3.19355460481406","4.16637575533926","4.29057998026178","5.11889393829548","5.56240866583943","4.89129547191736","4.54479495702938","4.14289346177059","2.70086093065717","2.8048247734453","2.61503965372083","","","",
"Botswana","BWA","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12687352099662","2.12312443904316","2.4297318220474","2.17925767635399","2.16356984067995","2.89985242134753","4.14645723818623","4.89468985598901","2.96979640433896","3.88809591708632","4.09047919569359","3.47911414928574","3.31571188110438","3.92832192871024","4.4945372314959","3.54446178538781","3.23601694209375","3.95538221098199","3.50694528019434","3.1938844548139","","","",
"Central African Republic","CAF","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36397459158206","2.02337191374731","1.21618389573046","1.41709935767353","1.87171829659352","2.10214683627238","1.86388920656981","2.0622519454657","2.07681191260861","1.84511524110848","2.11468993868334","1.92399023483932","2.03672244911358","2.29050896502878","1.49716213223412","1.97714643337274","1.84022614446852","1.76802986747649","1.91335923442542","2.05694298342313","","","",
"Canada","CAN","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.31350049979468","6.11241905313968","6.03311182279109","6.22897076223442","6.10769832842076","6.0984267584129","6.36490468070647","6.51430574632066","6.6942436429855","6.71990198613605","6.72355952642142","6.78840782283776","6.89350135864749","7.06345385166159","7.91415821232848","7.88439633962119","7.67679250143507","7.65114455445599","7.57566492775088","7.41193188359009","","","",
"Central Europe and the Baltics","CEB","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.67472235574159","4.75047923831466","4.60301823254812","4.49902489106262","4.67738764655131","4.54032708467119","4.66669506111886","4.90080635445747","5.10133004102902","4.91292189950883","4.97041370660197","4.84133982799961","4.80934186631583","5.05483879680377","5.39413625352394","5.28402465426218","5.09651551053925","5.04209147274297","5.03064373115647","5.02022419647666","","","",
"Switzerland","CHE","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99942601757495","5.29231056758582","5.31362516608236","5.38163981152164","5.51555987969976","5.49217583870956","5.85294630690704","6.12377943514794","6.37975145583779","6.40031135678065","6.45940567451923","6.1417378484271","6.03241843079913","6.70373863146727","7.20971487281968","7.09727006022569","7.20092735838638","7.49878484442859","7.73380556449489","7.6951173552","","","",
"Channel Islands","CHI","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.48303437679749","2.66757950107885","2.72289625546186","2.99927986205152","3.18878331297677","3.33206176722937","3.4845421577874","3.52989088115513","2.68754976128364","2.63814344000135","2.53629152371266","2.51761734723353","2.65565625834576","2.94258871846561","3.46810215135554","3.29492563183112","3.33263923550332","3.47616472142117","3.63282145186277","3.85130942382301","","","",
"China","CHN","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.78038195408058","1.76371612945861","1.78065655761092","1.81207534556968","1.83494223583452","1.75984346798348","1.62128422384106","1.71467223811145","1.74652999360582","1.7934298346178","1.80592030570185","1.83853832016431","2.02659210629064","2.29212345221841","2.66448262883781","2.65382009814189","2.81065265559765","2.94581376572463","3.00560140776841","3.09517428574474","","","",
"Cote d'Ivoire","CIV","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.64586928086706","1.85410700834095","2.00328985366485","1.88881311152577","1.79966740623437","1.78803570399667","1.29025786415949","1.40860098031657","1.33833360900113","1.47167442561388","1.26971949574594","1.35840382468728","1.42821313163728","1.52862642384467","1.6968101519185","1.67617216786863","1.6356969737214","1.88504549257891","1.79658788267037","1.67853849066845","","","",
"Cameroon","CMR","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.900268713801434","0.893368283678002","0.978965995485641","0.784629613923152","0.833734823838198","0.932629186489131","1.12919927716832","1.2903832036058","1.331728012485","1.12963812201867","1.12007917717398","1.07609231354621","1.06577620724432","1.0492873338891","1.28313286049601","1.50760227561052","1.33144715668008","1.06674709653088","1.01246967354719","0.9386336914005","","","",
"Congo, Dem. Rep.","COD","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.151469658221104","0.113020059057005","0.204867812383508","0.178185155714331","0.247696712302109","0.044703611918281","0.144179749565995","0.16008040514442","0.700026844480922","0.718354640459159","0.752462162173498","0.938991328189475","1.20943434520707","2.09987276099034","2.3629790608694","1.06259561263605","1.25526855202904","1.68717362754436","1.32344175133358","1.59835646990607","","","",
"Congo, Rep.","COG","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87594234557686","1.72161154871172","1.91183631807292","2.21840185499684","1.75276488208579","1.2225920619804","1.33453248949441","1.28795915263031","1.30017916587436","1.36967510480791","1.43460850874686","1.49403276500662","1.54576413258919","1.23859287475675","1.14114181976335","1.38657897176832","1.9773752586129","3.14942137283274","4.05731116996077","4.21192085201507","","","",
"Colombia","COL","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72056981558363","5.06760660591024","5.59391405441944","6.10343910053269","6.45925159158559","4.68382686372351","4.69052384130857","4.54973605822316","4.89927743651169","4.08286676407635","4.31601707701768","4.53504230535562","4.5395265189077","4.69800725588716","5.14827378417631","4.97565293821669","5.01616469757047","5.27751219353019","5.21891836614512","5.40994315432844","","","",
"Comoros","COM","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87978620599472","2.71394970397389","2.58492557633302","2.18503614745166","1.96442664872482","1.52272309661683","1.09467533948953","1.66975810227742","1.81547483939539","2.01043844534509","2.27405185226427","2.50715151411066","2.80299141038511","3.09453206263524","1.72121211958839","1.45440889841892","1.65675933543098","2.64660402148946","2.00319324480969","2.21732035162544","","","",
"Cabo Verde","CPV","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.25239974522419","3.94019348831654","3.862837241689","3.92627045970884","3.42465616377198","3.52493312204188","3.91353568432876","3.89312052354466","3.74687164234598","3.7893525486488","3.64999051299272","3.96268029321365","3.38633645554782","3.03734974022291","3.23926532345815","3.43176684495911","3.33576025898346","3.3386414795271","3.12043987242047","3.55722675258989","","","",
"Costa Rica","CRI","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.98196441663875","5.06550724599667","4.83899275663631","5.63717406140819","5.3629225350091","5.61242475992609","5.48550751117005","6.28347599212555","6.45027528688223","5.65325925732226","5.46571205873904","5.39731392358445","5.6278373254187","6.26131067328814","7.02218996471022","7.09261705091349","7.14971400591918","7.00022694596644","6.9144411651341","6.76760152038707","","","",
"Caribbean small states","CSS","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80284690705832","2.85861807488807","2.99617988928934","2.98912871010291","2.77185719124246","2.8266977299988","2.68020922343771","2.88868960883155","2.74070755048072","2.84585433578434","2.62977230374001","2.65072330789714","2.79080751554987","2.82424605773358","3.40865664804306","3.26171345396457","3.08625880910436","3.31626378288993","3.32051241143736","3.27932496370254","","","",
"Cuba","CUB","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64849622540983","4.7567083605642","4.9869511374735","5.22602053242099","5.47499938301587","5.50953371683297","5.67049108210868","5.72484995453655","5.6487890439563","5.46818558158423","8.74444824714664","7.08125007803072","9.88319810117835","10.2933582412734","11.283918889505","9.70382826984553","10.0710101901437","8.08825537662495","8.96229454141317","10.5736624889939","","","",
"Curacao","CUW","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69705439451783","1.77481339202427","1.94833809709079","2.33811627522451","2.3881269317534","2.40283023369462","2.44925943793816","2.75451844814392","3.08262686139898","2.81346078720799","2.66267721101834","2.66382123822813","2.57804001346717","2.85082560569206","3.31147239331675","3.42530736541286","3.50763508178774","3.41160370882318","3.47079139657009","3.33201922181828","","","",
"Czech Republic","CZE","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08404252166039","5.81294580572173","5.77922505473498","5.8038512134009","5.74461045382354","5.70253492054997","5.76490275360656","6.14983466752433","6.40447404215735","6.15449696970947","6.05404437532129","5.80540881440219","5.5566262612596","5.62878442322512","6.56965402778014","6.22493666960043","6.31473246868599","6.3417649939107","6.31308785322676","6.26497638338246","","","",
"Germany","DEU","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.67867347717685","8.11736954724635","8.08569887975826","8.0404066592298","8.0123300146252","7.99875264293204","8.03376379006309","8.18158774864517","8.2893859678395","7.9198192578627","8.0067018393281","7.85851874989659","7.73251951063298","7.90173866232793","8.70986228865624","8.57573079611166","8.30762230647567","8.36111453567942","8.56949397529851","8.69723732395941","","","",
"Djibouti","DJI","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38414841241737","2.31829368474104","2.83292067011231","3.60975720091084","4.40714815607205","3.90050630045769","3.48638026584216","3.51644939550294","4.16769658225925","4.60088828705475","4.93946776356198","4.70273218691758","5.33760059205249","5.74563285787541","5.95720603177541","5.14993909896059","5.01968371195974","5.25888562962271","5.3224174862744","6.7508475871544","","","",
"Dominica","DMA","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15986113735469","4.21726190536276","4.370036616659","4.1559781620582","4.1499515808857","3.30839647945375","3.23826402017912","3.29027280334317","3.1737759776896","2.97415808163108","3.01970000091654","3.09468305059324","3.07791977881614","2.96951026963712","3.65260468249823","4.04718256921349","3.97439009271373","3.66936388435076","3.81221684351912","3.76797285414733","","","",
"Denmark","DNK","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.70534404716363","6.76753735993334","6.70631222803441","6.69465416216051","7.5170193346129","7.29518540962089","7.66053888557762","7.88505008677691","8.03990036416628","8.15281889112583","8.25325496362037","8.399549167354","8.4290116429429","8.62121482109804","9.75612539282962","9.43381754305297","9.26885261993922","9.41966027235098","9.59321032175346","9.15873410868918","","","",
"Dominican Republic","DOM","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15522076569526","1.23827530011733","1.48835432979085","1.79891082844102","2.00188918995056","2.19249506543261","1.92589590512164","2.00873854099832","1.82087736676217","1.38861925168979","1.48594904673211","1.78160582719931","1.99250876081234","2.05127782755427","2.24556022107592","2.26396484740848","2.6043860767995","2.70181225883437","2.62346735760439","2.92737564848046","","","",
"Algeria","DZA","Health expenditure, public (% of GDP)","SH.XPD.PUBL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.67359435606474","2.50218251951582","2.55336573592484","2.52798038394977","2.38333129230562","2.55856124047112","2.97171746019342","2.85227361028799","2.8022370230518","2.56624807223201","2.280233074217","2.33485067068202","2.70557079118492","3.06280389313885","3.83796597982052","3.5932085260866","3.77572930750934","4.52025088967055","5.18835904861412","5.24414552955179","","","",
